tx_id,timestamp,amount,currency,channel,src_type,src_id,dst_type,dst_id,src_country,dst_country,ip_country,crypto_institution_registered,kyc_age_days,label,rule_hits,anomaly_score,device_id,auth_method,mcc,purpose,reference,beneficiary_bank_bic,beneficiary_iban,originator_bank_bic,originator_iban,fee_amount,exchange_rate,card_present,recurring,standing_order,is_cross_border,ip_country,device_id,auth_method,mcc,purpose,reference,beneficiary_bank_bic,beneficiary_iban,originator_bank_bic,originator_iban,fee_amount,exchange_rate,crypto_institution_registered,card_present,recurring,standing_order,is_cross_border
9747,2025-08-18T06:37:23.536Z,5044.44,CHF,PSU-PSD2,customer,444,customer,633,AE,BE,FR,,,suspect,UTILISATION_CONNECTE,65,dev-679233,SCA,,Gift,REF-863817,HSBCBELL2A1,FR761827610000000974701,DEUTAELX0XX,FR764440610000000974801,0.08,1.169,,false,false,true,FR,dev-679233,SCA,,Gift,REF-863817,HSBCBELL2A1,FR761827610000000974701,DEUTAELX0XX,FR764440610000000974801,0.08,1.169,,,false,false,true
9748,2025-07-25T06:37:23.536Z,7002.22,USD,CRYPTO,customer,66,customer,308,ES,CN,,false,,suspect,FONDS_SEIN_PAYS_TIER;PBR_ATTACHED,23,dev-562849,SCA,,Trade,REF-580699,CCBPCNLL2A1,FR761969110000000974801,SOGEESPP0XX,FR767592910000000974901,0.69,1.3822,,false,false,true,,dev-562849,SCA,,Trade,REF-580699,CCBPCNLL2A1,FR761969110000000974801,SOGEESPP0XX,FR767592910000000974901,0.69,1.3822,false,,false,false,true
9749,2025-07-10T06:37:23.536Z,7876.81,CHF,CASH,company,510,company,199,BE,IT,,,,review,,6,dev-583922,SCA,,Rent,REF-448041,BARCITLX0XX,FR766507510000000974901,AGRIFBEP2A1,FR768604010000000975001,2.32,1.0304,,false,false,true,,dev-583922,SCA,,Rent,REF-448041,BARCITLX0XX,FR766507510000000974901,AGRIFBEP2A1,FR768604010000000975001,2.32,1.0304,,,false,false,true
9750,2025-08-05T06:37:23.536Z,6484.85,USD,SEPA,company,670,customer,187,FR,BE,,,,normal,,43,dev-393661,SCA,,Invoice,REF-467257,BARCBEPAXXX,FR766755410000000975001,DEUTFRLX0XX,FR764477910000000975101,2.99,0.8928,,false,false,true,,dev-393661,SCA,,Invoice,REF-467257,BARCBEPAXXX,FR766755410000000975001,DEUTFRLX0XX,FR764477910000000975101,2.99,0.8928,,,false,false,true
9751,2025-07-07T06:37:23.536Z,975.26,EUR,CARD,company,495,customer,677,US,LU,,,,normal,,62,dev-247373,3DS,4829,Rent,REF-511702,CCBPLUMM0XX,LU769304910000000975101,CCBPUSPPXXX,FR767848310000000975201,0.68,1,false,false,false,true,,dev-247373,3DS,4829,Rent,REF-511702,CCBPLUMM0XX,LU769304910000000975101,CCBPUSPPXXX,FR767848310000000975201,0.68,1,,false,false,false,true
9752,2025-08-15T06:37:23.536Z,4178.79,USD,CASH,company,247,company,885,ES,LU,,,,suspect,,27,dev-487750,SCA,,Trade,REF-652768,CITILUPA0XX,LU767747510000000975201,DEUTESLX0XX,FR768910510000000975301,1.05,1.2297,,false,false,true,,dev-487750,SCA,,Trade,REF-652768,CITILUPA0XX,LU767747510000000975201,DEUTESLX0XX,FR768910510000000975301,1.05,1.2297,,,false,false,true
9753,2025-08-14T06:37:23.536Z,8468.62,EUR,CARD,customer,238,company,946,GB,LU,,,,suspect,,88,dev-395894,3DS,5999,Gift,REF-474655,BARCLUPP0XX,LU768404110000000975301,SOGEGBPA2A1,FR763097710000000975401,2.28,1,false,false,false,true,,dev-395894,3DS,5999,Gift,REF-474655,BARCLUPP0XX,LU768404110000000975301,SOGEGBPA2A1,FR763097710000000975401,2.28,1,,false,false,false,true
9754,2025-07-07T06:37:23.536Z,3742.95,CHF,PSU-PSD2,customer,682,company,241,DE,AE,GB,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,87,dev-648581,SCA,,Trade,REF-782033,BARCAEPA2A1,FR763613710000000975401,CCBPDELX0XX,FR769494510000000975501,2.30,1.2652,,false,false,true,GB,dev-648581,SCA,,Trade,REF-782033,BARCAEPA2A1,FR763613710000000975401,CCBPDELX0XX,FR769494510000000975501,2.30,1.2652,,,false,false,true
9755,2025-07-30T06:37:23.536Z,4365.81,GBP,CARD,company,154,company,326,FR,BE,,,,normal,,44,dev-182685,3DS,6011,Crypto,REF-946739,HSBCBEPP0XX,FR763452610000000975501,AGRIFFRP0XX,FR764742410000000975601,0.48,1.1022,false,false,false,true,,dev-182685,3DS,6011,Crypto,REF-946739,HSBCBEPP0XX,FR763452610000000975501,AGRIFFRP0XX,FR764742410000000975601,0.48,1.1022,,false,false,false,true
9756,2025-09-09T06:37:23.536Z,2052.28,EUR,SWIFT,customer,53,company,829,GB,CH,,,,suspect,FONDS_SEIN_PAYS_TIER,33,dev-538650,SCA,,Invoice,REF-689782,BNPACHPAXXX,FR764209110000000975601,CCBPGBPA0XX,FR766749410000000975701,1.91,1,,false,false,true,,dev-538650,SCA,,Invoice,REF-689782,BNPACHPAXXX,FR764209110000000975601,CCBPGBPA0XX,FR766749410000000975701,1.91,1,,,false,false,true
9757,2025-08-21T06:37:23.536Z,5717.23,EUR,SWIFT,company,134,customer,948,DE,GB,,,,normal,FONDS_SEIN_PAYS_TIER,13,dev-971414,SCA,,Rent,REF-346611,AGRIFGBP2A1,FR765970010000000975701,PSSTDEPAXXX,FR763734610000000975801,2.49,1,,false,false,true,,dev-971414,SCA,,Rent,REF-346611,AGRIFGBP2A1,FR765970010000000975701,PSSTDEPAXXX,FR763734610000000975801,2.49,1,,,false,false,true
9758,2025-08-29T06:37:23.536Z,283.41,EUR,SWIFT,customer,773,company,834,US,US,,,,normal,FONDS_SEIN_PAYS_TIER,17,dev-773663,SCA,,Invoice,REF-630943,SOGEUSLXXXX,FR765605010000000975801,PSSTUSLX0XX,FR769554510000000975901,0.89,1,,false,false,false,,dev-773663,SCA,,Invoice,REF-630943,SOGEUSLXXXX,FR765605010000000975801,PSSTUSLX0XX,FR769554510000000975901,0.89,1,,,false,false,false
9759,2025-07-09T06:37:23.536Z,1410.78,CHF,CRYPTO,company,594,company,328,CH,FR,,true,,suspect,,24,dev-914642,SCA,,Crypto,REF-945805,PSSTFRLX2A1,FR768612410000000975901,CITICHPA2A1,FR768652710000000976001,2.94,1.0211,,false,false,true,,dev-914642,SCA,,Crypto,REF-945805,PSSTFRLX2A1,FR768612410000000975901,CITICHPA2A1,FR768652710000000976001,2.94,1.0211,true,,false,false,true
9760,2025-06-21T06:37:23.536Z,1206.8,EUR,CARD,company,306,company,35,CH,ES,,,,review,,31,dev-198138,3DS,6011,Gift,REF-343829,CCBPESLXXXX,FR769816110000000976001,CCBPCHLX0XX,FR762968710000000976101,0.75,1,true,false,false,true,,dev-198138,3DS,6011,Gift,REF-343829,CCBPESLXXXX,FR769816110000000976001,CCBPCHLX0XX,FR762968710000000976101,0.75,1,,true,false,false,true
9761,2025-08-22T06:37:23.536Z,2830.92,GBP,CRYPTO,customer,640,customer,914,DE,NG,,true,,normal,FONDS_SEIN_PAYS_TIER,40,dev-274053,SCA,,Crypto,REF-845810,BARCNGPA0XX,FR766970410000000976101,SOGEDELL2A1,FR767119110000000976201,2.07,1.036,,false,false,true,,dev-274053,SCA,,Crypto,REF-845810,BARCNGPA0XX,FR766970410000000976101,SOGEDELL2A1,FR767119110000000976201,2.07,1.036,true,,false,false,true
9762,2025-08-25T06:37:23.536Z,5590.19,EUR,CRYPTO,company,560,company,985,GB,CN,,true,,suspect,FONDS_SEIN_PAYS_TIER,14,dev-948298,SCA,,Invoice,REF-123645,CCBPCNPA2A1,FR761087610000000976201,DEUTGBLX0XX,FR769161410000000976301,1.84,1,,false,false,true,,dev-948298,SCA,,Invoice,REF-123645,CCBPCNPA2A1,FR761087610000000976201,DEUTGBLX0XX,FR769161410000000976301,1.84,1,true,,false,false,true
9763,2025-07-13T06:37:23.536Z,1482.23,EUR,SEPA,company,52,company,218,NG,NG,,,,normal,FONDS_SEIN_PAYS_TIER,79,dev-176290,SCA,,Salary,REF-873730,DEUTNGPP2A1,FR765172510000000976301,HSBCNGMM0XX,FR764599510000000976401,0.70,1,,false,false,false,,dev-176290,SCA,,Salary,REF-873730,DEUTNGPP2A1,FR765172510000000976301,HSBCNGMM0XX,FR764599510000000976401,0.70,1,,,false,false,false
9764,2025-08-30T06:37:23.536Z,7175.75,EUR,PSU-PSD2,customer,290,company,929,CH,AE,DE,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,40,dev-769505,SCA,,Salary,REF-117057,PSSTAEPPXXX,FR764670110000000976401,PSSTCHLXXXX,FR763777910000000976501,0.99,1,,false,false,true,DE,dev-769505,SCA,,Salary,REF-117057,PSSTAEPPXXX,FR764670110000000976401,PSSTCHLXXXX,FR763777910000000976501,0.99,1,,,false,false,true
9765,2025-06-15T06:37:23.536Z,2197.89,USD,CRYPTO,company,302,customer,493,AE,BE,,true,,review,,49,dev-488176,SCA,,Invoice,REF-970197,HSBCBELLXXX,FR768566910000000976501,HSBCAEPPXXX,FR762056510000000976601,2.68,1.0858,,false,false,true,,dev-488176,SCA,,Invoice,REF-970197,HSBCBELLXXX,FR768566910000000976501,HSBCAEPPXXX,FR762056510000000976601,2.68,1.0858,true,,false,false,true
9766,2025-07-07T06:37:23.536Z,923.1,GBP,PSU-PSD2,customer,761,customer,232,AE,BE,DE,,,normal,UTILISATION_CONNECTE,43,dev-409106,SCA,,Invoice,REF-965680,AGRIFBEPXXX,FR765297510000000976601,CCBPAEPP2A1,FR767363910000000976701,1.67,1.0452,,false,false,true,DE,dev-409106,SCA,,Invoice,REF-965680,AGRIFBEPXXX,FR765297510000000976601,CCBPAEPP2A1,FR767363910000000976701,1.67,1.0452,,,false,false,true
9767,2025-06-27T06:37:23.536Z,1224.53,USD,SWIFT,customer,981,company,371,AE,FR,,,,suspect,,38,dev-211433,SCA,,Gift,REF-986607,BARCFRLL0XX,FR769737210000000976701,PSSTAEPPXXX,FR762359810000000976801,1.43,1.1785,,false,false,true,,dev-211433,SCA,,Gift,REF-986607,BARCFRLL0XX,FR769737210000000976701,PSSTAEPPXXX,FR762359810000000976801,1.43,1.1785,,,false,false,true
9768,2025-08-20T06:37:23.536Z,7049.88,EUR,CASH,customer,578,customer,121,CN,ES,,,,review,,77,dev-404492,SCA,,Gift,REF-930079,DEUTESMM0XX,FR762896310000000976801,CCBPCNPA2A1,FR762792710000000976901,0.53,1,,false,false,true,,dev-404492,SCA,,Gift,REF-930079,DEUTESMM0XX,FR762896310000000976801,CCBPCNPA2A1,FR762792710000000976901,0.53,1,,,false,false,true
9769,2025-08-07T06:37:23.536Z,7108.14,USD,PSU-PSD2,company,595,customer,924,GB,IT,GB,,,normal,,19,dev-261619,SCA,,Trade,REF-597553,SOGEITLLXXX,FR767457910000000976901,CCBPGBPA0XX,FR761831710000000977001,1.23,1.0638,,false,false,true,GB,dev-261619,SCA,,Trade,REF-597553,SOGEITLLXXX,FR767457910000000976901,CCBPGBPA0XX,FR761831710000000977001,1.23,1.0638,,,false,false,true
9770,2025-09-04T06:37:23.536Z,6430.58,CHF,CRYPTO,customer,772,customer,177,FR,CN,,false,,normal,FONDS_SEIN_PAYS_TIER;PBR_ATTACHED,5,dev-506133,SCA,,Trade,REF-681996,CCBPCNLX2A1,FR765281210000000977001,AGRIFFRLXXX,FR765302810000000977101,0.08,1.2437,,false,false,true,,dev-506133,SCA,,Trade,REF-681996,CCBPCNLX2A1,FR765281210000000977001,AGRIFFRLXXX,FR765302810000000977101,0.08,1.2437,false,,false,false,true
9771,2025-08-12T06:37:23.536Z,4098.03,GBP,CARD,company,158,company,81,FR,ES,,,,suspect,,94,dev-811606,3DS,6011,Invoice,REF-962622,BARCESPA2A1,FR765428110000000977101,PSSTFRPA0XX,FR765519910000000977201,2.67,0.8637,true,false,false,true,,dev-811606,3DS,6011,Invoice,REF-962622,BARCESPA2A1,FR765428110000000977101,PSSTFRPA0XX,FR765519910000000977201,2.67,0.8637,,true,false,false,true
9772,2025-07-02T06:37:23.536Z,6394.74,CHF,SEPA,company,219,company,142,AE,AE,,,,review,FONDS_SEIN_PAYS_TIER,8,dev-804519,SCA,,Gift,REF-360374,AGRIFAEPXXX,FR769122210000000977201,HSBCAELL0XX,FR766871110000000977301,1.96,1.1685,,true,false,false,,dev-804519,SCA,,Gift,REF-360374,AGRIFAEPXXX,FR769122210000000977201,HSBCAELL0XX,FR766871110000000977301,1.96,1.1685,,,true,false,false
9773,2025-08-15T06:37:23.536Z,1911.11,GBP,SWIFT,customer,248,company,730,AE,NG,,,,normal,FONDS_SEIN_PAYS_TIER,19,dev-384904,SCA,,Trade,REF-610940,AGRIFNGP2A1,FR764539610000000977301,PSSTAEPP0XX,FR765030610000000977401,0.76,0.8218,,false,false,true,,dev-384904,SCA,,Trade,REF-610940,AGRIFNGP2A1,FR764539610000000977301,PSSTAEPP0XX,FR765030610000000977401,0.76,0.8218,,,false,false,true
9774,2025-07-05T06:37:23.536Z,1507.66,EUR,CASH,company,612,company,308,DE,CH,,,,normal,FONDS_SEIN_PAYS_TIER,44,dev-634377,SCA,,Salary,REF-901157,AGRIFCHP2A1,FR762815210000000977401,HSBCDELL0XX,FR762440310000000977501,2.29,1,,false,false,true,,dev-634377,SCA,,Salary,REF-901157,AGRIFCHP2A1,FR762815210000000977401,HSBCDELL0XX,FR762440310000000977501,2.29,1,,,false,false,true
9775,2025-09-04T06:37:23.536Z,1020.98,EUR,SEPA,customer,835,company,156,LU,NG,,,,review,FONDS_SEIN_PAYS_TIER,86,dev-611498,SCA,,Crypto,REF-624527,DEUTNGLL2A1,FR764792310000000977501,BARCLUPA2A1,LU763570410000000977601,2.77,1,,false,false,true,,dev-611498,SCA,,Crypto,REF-624527,DEUTNGLL2A1,FR764792310000000977501,BARCLUPA2A1,LU763570410000000977601,2.77,1,,,false,false,true
9776,2025-09-01T06:37:23.536Z,3265.29,EUR,CARD,customer,276,company,341,NG,AE,,,,suspect,FONDS_SEIN_PAYS_TIER,49,dev-805322,3DS,5732,Gift,REF-221978,CITIAEPAXXX,FR769902310000000977601,PSSTNGPPXXX,FR767748510000000977701,1.21,1,false,false,false,true,,dev-805322,3DS,5732,Gift,REF-221978,CITIAEPAXXX,FR769902310000000977601,PSSTNGPPXXX,FR767748510000000977701,1.21,1,,false,false,false,true
9777,2025-07-30T06:37:23.536Z,7763.25,EUR,CARD,customer,833,company,928,BE,US,,,,suspect,FONDS_SEIN_PAYS_TIER,89,dev-926374,3DS,5732,Trade,REF-194604,AGRIFUSP2A1,FR765879110000000977701,SOGEBEMM0XX,FR762082110000000977801,0.89,1,false,false,false,true,,dev-926374,3DS,5732,Trade,REF-194604,AGRIFUSP2A1,FR765879110000000977701,SOGEBEMM0XX,FR762082110000000977801,0.89,1,,false,false,false,true
9778,2025-08-13T06:37:23.536Z,7356.56,EUR,SEPA,customer,764,customer,348,CH,LU,,,,normal,,29,dev-317632,SCA,,Rent,REF-817778,AGRIFLUL2A1,LU761427810000000977801,BARCCHPP0XX,FR768348010000000977901,2.91,1,,true,false,true,,dev-317632,SCA,,Rent,REF-817778,AGRIFLUL2A1,LU761427810000000977801,BARCCHPP0XX,FR768348010000000977901,2.91,1,,,true,false,true
9779,2025-08-31T06:37:23.536Z,386.55,CHF,PSU-PSD2,customer,144,company,807,IT,CH,ES,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,50,dev-749889,SCA,,Gift,REF-294738,BNPACHLXXXX,FR766868310000000977901,PSSTITPPXXX,FR766324910000000978001,1.57,1.2921,,false,false,true,ES,dev-749889,SCA,,Gift,REF-294738,BNPACHLXXXX,FR766868310000000977901,PSSTITPPXXX,FR766324910000000978001,1.57,1.2921,,,false,false,true
9780,2025-08-26T06:37:23.536Z,8398.41,USD,SEPA,company,556,company,709,ES,IT,,,,review,,15,dev-393030,SCA,,Rent,REF-489249,HSBCITMMXXX,FR761921410000000978001,CITIESLXXXX,FR764625710000000978101,1.55,1.3955,,true,false,true,,dev-393030,SCA,,Rent,REF-489249,HSBCITMMXXX,FR761921410000000978001,CITIESLXXXX,FR764625710000000978101,1.55,1.3955,,,true,false,true
9781,2025-08-11T06:37:23.536Z,6573.44,EUR,CARD,company,201,customer,79,CN,LU,,,,review,,52,dev-708319,3DS,5732,Gift,REF-773248,CCBPLULL0XX,LU768355110000000978101,AGRIFCNLXXX,FR767276810000000978201,1.28,1,false,false,false,true,,dev-708319,3DS,5732,Gift,REF-773248,CCBPLULL0XX,LU768355110000000978101,AGRIFCNLXXX,FR767276810000000978201,1.28,1,,false,false,false,true
9782,2025-08-08T06:37:23.536Z,6035.4,EUR,CARD,customer,379,company,328,IT,NG,,,,normal,FONDS_SEIN_PAYS_TIER,5,dev-714768,3DS,6011,Gift,REF-536718,AGRIFNGLXXX,FR769964010000000978201,BNPAITMM2A1,FR761015710000000978301,2.32,1,false,false,false,true,,dev-714768,3DS,6011,Gift,REF-536718,AGRIFNGLXXX,FR769964010000000978201,BNPAITMM2A1,FR761015710000000978301,2.32,1,,false,false,false,true
9783,2025-06-17T06:37:23.536Z,1009.26,CHF,PSU-PSD2,company,561,company,733,BE,DE,GB,,,review,UTILISATION_CONNECTE,55,dev-367907,SCA,,Salary,REF-918108,HSBCDEMMXXX,FR763574710000000978301,AGRIFBEP2A1,FR766218410000000978401,0.91,1.3081,,false,false,true,GB,dev-367907,SCA,,Salary,REF-918108,HSBCDEMMXXX,FR763574710000000978301,AGRIFBEP2A1,FR766218410000000978401,0.91,1.3081,,,false,false,true
9784,2025-06-15T06:37:23.536Z,8010.05,GBP,CASH,customer,872,company,850,GB,NG,,,,suspect,FONDS_SEIN_PAYS_TIER,61,dev-486650,SCA,,Trade,REF-470211,CCBPNGMMXXX,FR762890610000000978401,DEUTGBLX0XX,FR763672410000000978501,0.90,1.1951,,false,false,true,,dev-486650,SCA,,Trade,REF-470211,CCBPNGMMXXX,FR762890610000000978401,DEUTGBLX0XX,FR763672410000000978501,0.90,1.1951,,,false,false,true
9785,2025-06-19T06:37:23.536Z,3448.56,EUR,CRYPTO,customer,947,customer,112,CH,NG,,true,,suspect,FONDS_SEIN_PAYS_TIER,78,dev-548323,SCA,,Rent,REF-182768,BARCNGPPXXX,FR767145110000000978501,HSBCCHPAXXX,FR763927710000000978601,2.73,1,,false,false,true,,dev-548323,SCA,,Rent,REF-182768,BARCNGPPXXX,FR767145110000000978501,HSBCCHPAXXX,FR763927710000000978601,2.73,1,true,,false,false,true
9786,2025-08-04T06:37:23.536Z,6561.07,EUR,SEPA,customer,886,customer,175,CN,NG,,,,normal,FONDS_SEIN_PAYS_TIER,85,dev-886549,SCA,,Salary,REF-410537,CITINGPAXXX,FR763553110000000978601,HSBCCNMMXXX,FR762199610000000978701,0.21,1,,false,false,true,,dev-886549,SCA,,Salary,REF-410537,CITINGPAXXX,FR763553110000000978601,HSBCCNMMXXX,FR762199610000000978701,0.21,1,,,false,false,true
9787,2025-07-11T06:37:23.536Z,2471.68,USD,SEPA,customer,285,customer,996,CH,US,,,,review,FONDS_SEIN_PAYS_TIER,55,dev-331497,SCA,,Salary,REF-985546,CCBPUSPA2A1,FR765107310000000978701,AGRIFCHLXXX,FR763599410000000978801,1.30,0.867,,false,false,true,,dev-331497,SCA,,Salary,REF-985546,CCBPUSPA2A1,FR765107310000000978701,AGRIFCHLXXX,FR763599410000000978801,1.30,0.867,,,false,false,true
9788,2025-06-15T06:37:23.536Z,5211.61,EUR,CRYPTO,customer,724,company,915,BE,FR,,true,,review,,16,dev-175620,SCA,,Salary,REF-175442,CITIFRMM2A1,FR769131810000000978801,AGRIFBEL2A1,FR762669610000000978901,0.03,1,,false,false,true,,dev-175620,SCA,,Salary,REF-175442,CITIFRMM2A1,FR769131810000000978801,AGRIFBEL2A1,FR762669610000000978901,0.03,1,true,,false,false,true
9789,2025-08-16T06:37:23.536Z,8575.87,EUR,CRYPTO,company,960,company,158,BE,DE,,true,,normal,,43,dev-467691,SCA,,Invoice,REF-615916,AGRIFDELXXX,FR763742310000000978901,DEUTBEPA2A1,FR761846310000000979001,2.48,1,,false,false,true,,dev-467691,SCA,,Invoice,REF-615916,AGRIFDELXXX,FR763742310000000978901,DEUTBEPA2A1,FR761846310000000979001,2.48,1,true,,false,false,true
9790,2025-06-22T06:37:23.536Z,7506.11,EUR,CASH,customer,512,company,440,CN,NG,,,,review,FONDS_SEIN_PAYS_TIER,71,dev-717313,SCA,,Salary,REF-403307,HSBCNGMM0XX,FR766600710000000979001,CCBPCNPAXXX,FR762335910000000979101,2.75,1,,false,false,true,,dev-717313,SCA,,Salary,REF-403307,HSBCNGMM0XX,FR766600710000000979001,CCBPCNPAXXX,FR762335910000000979101,2.75,1,,,false,false,true
9791,2025-08-11T06:37:23.536Z,3254.71,CHF,PSU-PSD2,customer,244,customer,558,IT,IT,ES,,,suspect,UTILISATION_CONNECTE,88,dev-523251,SCA,,Crypto,REF-881763,BARCITLLXXX,FR769312310000000979101,HSBCITPP0XX,FR766676210000000979201,0.59,1.2815,,false,false,false,ES,dev-523251,SCA,,Crypto,REF-881763,BARCITLLXXX,FR769312310000000979101,HSBCITPP0XX,FR766676210000000979201,0.59,1.2815,,,false,false,false
9792,2025-06-15T06:37:23.536Z,3233.26,EUR,PSU-PSD2,customer,901,company,304,DE,FR,DE,,,normal,,25,dev-145264,SCA,,Trade,REF-295145,DEUTFRPA0XX,FR765241510000000979201,SOGEDELX2A1,FR764077710000000979301,2.58,1,,false,false,true,DE,dev-145264,SCA,,Trade,REF-295145,DEUTFRPA0XX,FR765241510000000979201,SOGEDELX2A1,FR764077710000000979301,2.58,1,,,false,false,true
9793,2025-07-08T06:37:23.536Z,7186.79,GBP,CASH,company,993,company,971,IT,GB,,,,normal,FONDS_SEIN_PAYS_TIER,66,dev-486233,SCA,,Salary,REF-332054,HSBCGBLXXXX,FR768589810000000979301,DEUTITLL2A1,FR768321610000000979401,0.94,1.2246,,false,false,true,,dev-486233,SCA,,Salary,REF-332054,HSBCGBLXXXX,FR768589810000000979301,DEUTITLL2A1,FR768321610000000979401,0.94,1.2246,,,false,false,true
9794,2025-08-25T06:37:23.536Z,7532.48,USD,CRYPTO,company,154,customer,29,GB,AE,,true,,normal,FONDS_SEIN_PAYS_TIER,65,dev-163823,SCA,,Invoice,REF-210730,HSBCAEPP0XX,FR766344710000000979401,HSBCGBPAXXX,FR765126610000000979501,0.49,1.0683,,false,false,true,,dev-163823,SCA,,Invoice,REF-210730,HSBCAEPP0XX,FR766344710000000979401,HSBCGBPAXXX,FR765126610000000979501,0.49,1.0683,true,,false,false,true
9795,2025-07-15T06:37:23.536Z,5995.61,EUR,CARD,customer,223,customer,633,ES,ES,,,,normal,,61,dev-388543,3DS,6011,Gift,REF-960428,CCBPESPPXXX,FR769587410000000979501,BARCESPP2A1,FR762282710000000979601,2.78,1,true,false,false,false,,dev-388543,3DS,6011,Gift,REF-960428,CCBPESPPXXX,FR769587410000000979501,BARCESPP2A1,FR762282710000000979601,2.78,1,,true,false,false,false
9796,2025-07-31T06:37:23.536Z,6831.89,EUR,SEPA,customer,680,company,993,LU,BE,,,,review,,22,dev-990326,SCA,,Crypto,REF-473176,CCBPBELLXXX,FR767287410000000979601,HSBCLULL2A1,LU761853610000000979701,2.05,1,,false,false,true,,dev-990326,SCA,,Crypto,REF-473176,CCBPBELLXXX,FR767287410000000979601,HSBCLULL2A1,LU761853610000000979701,2.05,1,,,false,false,true
9797,2025-07-29T06:37:23.536Z,326.01,EUR,PSU-PSD2,company,6,customer,943,FR,US,ES,,,review,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,51,dev-911022,SCA,,Trade,REF-803380,BARCUSLX0XX,FR765787810000000979701,BARCFRLL2A1,FR766978410000000979801,1.89,1,,false,false,true,ES,dev-911022,SCA,,Trade,REF-803380,BARCUSLX0XX,FR765787810000000979701,BARCFRLL2A1,FR766978410000000979801,1.89,1,,,false,false,true
9798,2025-08-13T06:37:23.536Z,1904.46,EUR,SEPA,customer,925,company,690,CN,LU,,,,suspect,,97,dev-686960,SCA,,Crypto,REF-314798,BARCLUMMXXX,LU764520410000000979801,CCBPCNMM2A1,FR768795610000000979901,0.61,1,,true,false,true,,dev-686960,SCA,,Crypto,REF-314798,BARCLUMMXXX,LU764520410000000979801,CCBPCNMM2A1,FR768795610000000979901,0.61,1,,,true,false,true
9799,2025-08-15T06:37:23.536Z,5029.13,EUR,SWIFT,customer,883,customer,527,ES,AE,,,,suspect,FONDS_SEIN_PAYS_TIER,71,dev-895510,SCA,,Rent,REF-195960,PSSTAEMM2A1,FR765254610000000979901,AGRIFESPXXX,FR765596110000000980001,1.04,1,,false,false,true,,dev-895510,SCA,,Rent,REF-195960,PSSTAEMM2A1,FR765254610000000979901,AGRIFESPXXX,FR765596110000000980001,1.04,1,,,false,false,true
9800,2025-06-29T06:37:23.536Z,4072.44,CHF,CRYPTO,customer,313,customer,950,DE,LU,,true,,normal,,95,dev-274198,SCA,,Invoice,REF-987765,CITILUPPXXX,LU762792610000000980001,DEUTDEPA2A1,FR763961610000000980101,0.87,0.8133,,false,false,true,,dev-274198,SCA,,Invoice,REF-987765,CITILUPPXXX,LU762792610000000980001,DEUTDEPA2A1,FR763961610000000980101,0.87,0.8133,true,,false,false,true
9801,2025-07-23T06:37:23.536Z,2268.94,EUR,CASH,customer,125,customer,458,NG,LU,,,,normal,,24,dev-526506,SCA,,Trade,REF-133615,BNPALUMMXXX,LU766115810000000980101,PSSTNGMMXXX,FR765383910000000980201,0.53,1,,false,false,true,,dev-526506,SCA,,Trade,REF-133615,BNPALUMMXXX,LU766115810000000980101,PSSTNGMMXXX,FR765383910000000980201,0.53,1,,,false,false,true
9802,2025-06-17T06:37:23.536Z,671.52,GBP,CRYPTO,customer,730,company,473,FR,LU,,true,,suspect,,15,dev-904797,SCA,,Rent,REF-959517,CCBPLUPA2A1,LU763408010000000980201,PSSTFRLX0XX,FR761117710000000980301,2.67,1.0647,,false,false,true,,dev-904797,SCA,,Rent,REF-959517,CCBPLUPA2A1,LU763408010000000980201,PSSTFRLX0XX,FR761117710000000980301,2.67,1.0647,true,,false,false,true
9803,2025-07-23T06:37:23.536Z,7096.24,CHF,SWIFT,customer,519,customer,578,BE,FR,,,,review,,29,dev-179689,SCA,,Crypto,REF-243032,PSSTFRLL2A1,FR767024610000000980301,HSBCBEPA0XX,FR766360210000000980401,0.89,0.8551,,false,false,true,,dev-179689,SCA,,Crypto,REF-243032,PSSTFRLL2A1,FR767024610000000980301,HSBCBEPA0XX,FR766360210000000980401,0.89,0.8551,,,false,false,true
9804,2025-07-08T06:37:23.536Z,3023.15,EUR,CARD,company,589,company,856,IT,GB,,,,suspect,FONDS_SEIN_PAYS_TIER,93,dev-865801,3DS,5732,Gift,REF-321501,BNPAGBPA2A1,FR765242410000000980401,CCBPITPP2A1,FR765755710000000980501,0.03,1,false,false,false,true,,dev-865801,3DS,5732,Gift,REF-321501,BNPAGBPA2A1,FR765242410000000980401,CCBPITPP2A1,FR765755710000000980501,0.03,1,,false,false,false,true
9805,2025-09-05T06:37:23.536Z,7413.53,EUR,PSU-PSD2,company,103,company,49,FR,US,ES,,,suspect,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,89,dev-559844,SCA,,Crypto,REF-860016,SOGEUSMM0XX,FR764077910000000980501,CITIFRLLXXX,FR761659610000000980601,1.53,1,,false,false,true,ES,dev-559844,SCA,,Crypto,REF-860016,SOGEUSMM0XX,FR764077910000000980501,CITIFRLLXXX,FR761659610000000980601,1.53,1,,,false,false,true
