customer_id,name,country,created_at,kyc_updated_at,risk_score,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country
765,,DE,2024-10-23,,42,FR765430210000000076501,Premium,Self-Employed,111061,2025-04-05,Non-Resident,Salary,Branch,GB,FR765430210000000076501,Premium,Self-Employed,111061,2025-04-05,Non-Resident,Salary,Branch,GB
766,,FR,2024-04-09,,66,FR763973310000000076601,Private,Student,55469,2024-09-30,Resident,Salary,Online,FR,FR763973310000000076601,Private,Student,55469,2024-09-30,Resident,Salary,Online,FR
767,,IT,2024-01-11,,73,FR766130910000000076701,Premium,Salaried,107381,2023-10-03,Non-Resident,Salary,Online,GB,FR766130910000000076701,Premium,Salaried,107381,2023-10-03,Non-Resident,Salary,Online,GB
768,,FR,2024-04-12,,65,FR762817310000000076801,Retail,Retired,94980,2025-03-17,Resident,Savings,Branch,FR,FR762817310000000076801,Retail,Retired,94980,2025-03-17,Resident,Savings,Branch,FR
769,,FR,2023-02-19,,80,FR767510110000000076901,Private,Retired,25838,2024-04-05,Resident,Salary,Branch,DE,FR767510110000000076901,Private,Retired,25838,2024-04-05,Resident,Salary,Branch,DE
770,,LU,2024-02-05,,99,FR768447710000000077001,Premium,Student,61976,2025-04-05,Non-Resident,Salary,Online,GB,FR768447710000000077001,Premium,Student,61976,2025-04-05,Non-Resident,Salary,Online,GB
771,,DE,2024-12-22,,13,FR767468910000000077101,Retail,Student,113771,2023-11-18,Non-Resident,Salary,Online,FR,FR767468910000000077101,Retail,Student,113771,2023-11-18,Non-Resident,Salary,Online,FR
772,,LU,2024-02-16,,41,FR769593110000000077201,Premium,Student,26056,2023-07-20,Non-Resident,Salary,Branch,GB,FR769593110000000077201,Premium,Student,26056,2023-07-20,Non-Resident,Salary,Branch,GB
773,,ES,2024-08-31,,45,FR767195110000000077301,Premium,Student,59554,2024-12-30,Non-Resident,Salary,Branch,FR,FR767195110000000077301,Premium,Student,59554,2024-12-30,Non-Resident,Salary,Branch,FR
774,,FR,2024-08-19,,40,FR761237510000000077401,Retail,Self-Employed,128066,2025-08-04,Resident,Savings,Online,FR,FR761237510000000077401,Retail,Self-Employed,128066,2025-08-04,Resident,Savings,Online,FR
775,,FR,2023-06-16,,63,FR764170510000000077501,Retail,Salaried,43661,2025-06-09,Resident,Savings,Online,FR,FR764170510000000077501,Retail,Salaried,43661,2025-06-09,Resident,Savings,Online,FR
776,,DE,2023-06-13,,99,FR765326310000000077601,Private,Self-Employed,95216,2025-07-21,Non-Resident,Salary,Branch,ES,FR765326310000000077601,Private,Self-Employed,95216,2025-07-21,Non-Resident,Salary,Branch,ES
777,,IT,2025-07-25,,39,FR767689210000000077701,Premium,Self-Employed,126703,2024-05-02,Non-Resident,Business income,Online,GB,FR767689210000000077701,Premium,Self-Employed,126703,2024-05-02,Non-Resident,Business income,Online,GB
778,,IT,2022-12-26,,15,FR761561910000000077801,Private,Student,127951,2023-04-28,Non-Resident,Savings,Online,FR,FR761561910000000077801,Private,Student,127951,2023-04-28,Non-Resident,Savings,Online,FR
779,,ES,2023-09-12,,88,FR768357210000000077901,Private,Salaried,86836,2023-11-07,Non-Resident,Business income,Online,GB,FR768357210000000077901,Private,Salaried,86836,2023-11-07,Non-Resident,Business income,Online,GB
780,,ES,2025-02-02,,14,FR761061310000000078001,Private,Salaried,38254,2025-06-14,Non-Resident,Savings,Online,ES,FR761061310000000078001,Private,Salaried,38254,2025-06-14,Non-Resident,Savings,Online,ES
781,,BE,2023-02-15,,42,FR762517210000000078101,Private,Self-Employed,39219,2023-12-01,Non-Resident,Savings,Online,DE,FR762517210000000078101,Private,Self-Employed,39219,2023-12-01,Non-Resident,Savings,Online,DE
782,,FR,2024-07-23,,26,FR767720810000000078201,Premium,Student,80134,2023-12-06,Resident,Salary,Online,DE,FR767720810000000078201,Premium,Student,80134,2023-12-06,Resident,Salary,Online,DE
783,,FR,2023-09-04,,73,FR761671210000000078301,Private,Self-Employed,100793,2024-06-21,Resident,Savings,Online,GB,FR761671210000000078301,Private,Self-Employed,100793,2024-06-21,Resident,Savings,Online,GB
784,,LU,2023-09-20,,39,FR766850410000000078401,Premium,Retired,28995,2024-05-19,Non-Resident,Salary,Branch,FR,FR766850410000000078401,Premium,Retired,28995,2024-05-19,Non-Resident,Salary,Branch,FR
785,,FR,2024-05-06,,85,FR763197010000000078501,Retail,Student,111419,2024-07-12,Resident,Business income,Branch,DE,FR763197010000000078501,Retail,Student,111419,2024-07-12,Resident,Business income,Branch,DE
786,,DE,2024-11-05,,97,FR764872110000000078601,Private,Student,54757,2023-06-30,Non-Resident,Business income,Online,FR,FR764872110000000078601,Private,Student,54757,2023-06-30,Non-Resident,Business income,Online,FR
787,,ES,2025-05-26,,87,FR769912610000000078701,Retail,Salaried,43982,2023-10-01,Non-Resident,Savings,Branch,GB,FR769912610000000078701,Retail,Salaried,43982,2023-10-01,Non-Resident,Savings,Branch,GB
788,,DE,2024-04-15,,49,FR761863010000000078801,Retail,Salaried,28123,2023-07-05,Non-Resident,Business income,Online,ES,FR761863010000000078801,Retail,Salaried,28123,2023-07-05,Non-Resident,Business income,Online,ES
789,,FR,2025-06-14,,81,FR765572410000000078901,Retail,Salaried,49940,2025-05-31,Resident,Savings,Online,FR,FR765572410000000078901,Retail,Salaried,49940,2025-05-31,Resident,Savings,Online,FR
790,,FR,2024-10-11,,73,FR762521110000000079001,Premium,Salaried,126055,2023-06-14,Resident,Salary,Online,ES,FR762521110000000079001,Premium,Salaried,126055,2023-06-14,Resident,Salary,Online,ES
791,,ES,2023-09-13,,37,FR763778110000000079101,Private,Self-Employed,90936,2024-06-08,Non-Resident,Savings,Branch,GB,FR763778110000000079101,Private,Self-Employed,90936,2024-06-08,Non-Resident,Savings,Branch,GB
792,,LU,2023-05-24,,45,FR769440010000000079201,Retail,Retired,104505,2023-11-04,Non-Resident,Business income,Branch,GB,FR769440010000000079201,Retail,Retired,104505,2023-11-04,Non-Resident,Business income,Branch,GB
793,,DE,2024-08-24,,95,FR762631810000000079301,Private,Student,34867,2023-12-05,Non-Resident,Salary,Online,DE,FR762631810000000079301,Private,Student,34867,2023-12-05,Non-Resident,Salary,Online,DE
794,,ES,2025-04-14,,68,FR764457910000000079401,Private,Student,125894,2023-10-02,Non-Resident,Savings,Branch,DE,FR764457910000000079401,Private,Student,125894,2023-10-02,Non-Resident,Savings,Branch,DE
795,,DE,2024-01-05,,4,FR763737310000000079501,Private,Self-Employed,92130,2023-11-14,Non-Resident,Savings,Online,ES,FR763737310000000079501,Private,Self-Employed,92130,2023-11-14,Non-Resident,Savings,Online,ES
796,,FR,2024-03-07,,42,FR766762710000000079601,Retail,Retired,139240,2024-04-24,Resident,Business income,Branch,FR,FR766762710000000079601,Retail,Retired,139240,2024-04-24,Resident,Business income,Branch,FR
797,,FR,2024-03-26,,81,FR763200310000000079701,Retail,Salaried,63255,2023-05-20,Resident,Savings,Online,FR,FR763200310000000079701,Retail,Salaried,63255,2023-05-20,Resident,Savings,Online,FR
798,,IT,2024-05-30,,65,FR766828810000000079801,Private,Student,48921,2024-10-23,Non-Resident,Savings,Branch,FR,FR766828810000000079801,Private,Student,48921,2024-10-23,Non-Resident,Savings,Branch,FR
799,,LU,2023-09-16,,95,FR768297510000000079901,Private,Salaried,118138,2025-05-16,Non-Resident,Salary,Online,GB,FR768297510000000079901,Private,Salaried,118138,2025-05-16,Non-Resident,Salary,Online,GB
800,,FR,2023-11-01,,66,FR765549210000000080001,Premium,Student,64578,2024-08-11,Resident,Business income,Online,GB,FR765549210000000080001,Premium,Student,64578,2024-08-11,Resident,Business income,Online,GB
801,,ES,2024-08-14,,37,FR768570510000000080101,Premium,Salaried,88319,2025-03-15,Non-Resident,Salary,Branch,GB,FR768570510000000080101,Premium,Salaried,88319,2025-03-15,Non-Resident,Salary,Branch,GB
802,,ES,2023-12-03,,35,FR764218110000000080201,Retail,Retired,33565,2024-11-19,Non-Resident,Savings,Branch,DE,FR764218110000000080201,Retail,Retired,33565,2024-11-19,Non-Resident,Savings,Branch,DE
803,,LU,2024-04-12,,80,FR769193610000000080301,Premium,Retired,48587,2024-12-30,Non-Resident,Business income,Branch,DE,FR769193610000000080301,Premium,Retired,48587,2024-12-30,Non-Resident,Business income,Branch,DE
804,,LU,2023-11-07,,89,FR765313110000000080401,Retail,Salaried,90597,2025-03-31,Non-Resident,Salary,Branch,FR,FR765313110000000080401,Retail,Salaried,90597,2025-03-31,Non-Resident,Salary,Branch,FR
805,,LU,2024-05-21,,72,FR769289010000000080501,Retail,Salaried,48135,2024-10-25,Non-Resident,Salary,Online,FR,FR769289010000000080501,Retail,Salaried,48135,2024-10-25,Non-Resident,Salary,Online,FR
806,,IT,2023-01-18,,44,FR768090210000000080601,Retail,Salaried,107885,2025-06-02,Non-Resident,Business income,Online,GB,FR768090210000000080601,Retail,Salaried,107885,2025-06-02,Non-Resident,Business income,Online,GB
807,,FR,2023-01-01,,27,FR763480510000000080701,Premium,Salaried,136571,2024-05-09,Resident,Business income,Branch,ES,FR763480510000000080701,Premium,Salaried,136571,2024-05-09,Resident,Business income,Branch,ES
808,,FR,2025-04-08,,94,FR764598110000000080801,Private,Self-Employed,43751,2023-12-28,Resident,Savings,Online,DE,FR764598110000000080801,Private,Self-Employed,43751,2023-12-28,Resident,Savings,Online,DE
809,,IT,2024-03-11,,34,FR766299010000000080901,Premium,Retired,96183,2023-07-20,Non-Resident,Savings,Online,GB,FR766299010000000080901,Premium,Retired,96183,2023-07-20,Non-Resident,Savings,Online,GB
810,,FR,2024-03-17,,76,FR763324610000000081001,Private,Retired,114830,2025-02-21,Resident,Salary,Online,ES,FR763324610000000081001,Private,Retired,114830,2025-02-21,Resident,Salary,Online,ES
811,,ES,2023-03-13,,31,FR766963610000000081101,Retail,Student,77195,2023-04-22,Non-Resident,Business income,Branch,ES,FR766963610000000081101,Retail,Student,77195,2023-04-22,Non-Resident,Business income,Branch,ES
812,,IT,2023-12-10,,11,FR764616610000000081201,Retail,Student,61784,2024-12-12,Non-Resident,Savings,Branch,ES,FR764616610000000081201,Retail,Student,61784,2024-12-12,Non-Resident,Savings,Branch,ES
813,,FR,2024-04-09,,23,FR763280310000000081301,Retail,Student,87035,2024-01-30,Resident,Savings,Branch,FR,FR763280310000000081301,Retail,Student,87035,2024-01-30,Resident,Savings,Branch,FR
814,,LU,2023-03-04,,15,FR764940910000000081401,Premium,Retired,119389,2024-08-22,Non-Resident,Salary,Branch,DE,FR764940910000000081401,Premium,Retired,119389,2024-08-22,Non-Resident,Salary,Branch,DE
815,,DE,2023-09-07,,9,FR765427710000000081501,Private,Student,35627,2023-12-21,Non-Resident,Salary,Branch,ES,FR765427710000000081501,Private,Student,35627,2023-12-21,Non-Resident,Salary,Branch,ES
816,,FR,2024-04-01,,80,FR761362810000000081601,Private,Student,103667,2025-04-29,Resident,Salary,Online,ES,FR761362810000000081601,Private,Student,103667,2025-04-29,Resident,Salary,Online,ES
817,,LU,2024-06-01,,77,FR766495910000000081701,Private,Self-Employed,105321,2024-08-25,Non-Resident,Business income,Online,DE,FR766495910000000081701,Private,Self-Employed,105321,2024-08-25,Non-Resident,Business income,Online,DE
818,,IT,2023-04-28,,4,FR763080510000000081801,Private,Retired,53322,2023-11-13,Non-Resident,Savings,Branch,FR,FR763080510000000081801,Private,Retired,53322,2023-11-13,Non-Resident,Savings,Branch,FR
819,,FR,2023-10-19,,40,FR768980310000000081901,Premium,Student,102125,2024-07-03,Resident,Savings,Online,FR,FR768980310000000081901,Premium,Student,102125,2024-07-03,Resident,Savings,Online,FR
820,,ES,2024-06-07,,84,FR763562310000000082001,Premium,Salaried,122589,2023-04-11,Non-Resident,Salary,Branch,GB,FR763562310000000082001,Premium,Salaried,122589,2023-04-11,Non-Resident,Salary,Branch,GB
821,,FR,2025-02-28,,12,FR765028410000000082101,Retail,Retired,65638,2023-04-26,Resident,Savings,Online,GB,FR765028410000000082101,Retail,Retired,65638,2023-04-26,Resident,Savings,Online,GB
822,,IT,2024-11-26,,22,FR761379110000000082201,Private,Retired,88516,2024-12-04,Non-Resident,Savings,Online,FR,FR761379110000000082201,Private,Retired,88516,2024-12-04,Non-Resident,Savings,Online,FR
823,,FR,2024-01-19,,94,FR768514910000000082301,Retail,Student,127956,2023-04-23,Resident,Salary,Branch,ES,FR768514910000000082301,Retail,Student,127956,2023-04-23,Resident,Salary,Branch,ES
824,,BE,2024-03-15,,88,FR766077110000000082401,Retail,Student,26715,2025-07-23,Non-Resident,Business income,Online,ES,FR766077110000000082401,Retail,Student,26715,2025-07-23,Non-Resident,Business income,Online,ES
825,,LU,2025-09-01,,78,FR768009210000000082501,Retail,Self-Employed,112102,2025-09-04,Non-Resident,Savings,Online,DE,FR768009210000000082501,Retail,Self-Employed,112102,2025-09-04,Non-Resident,Savings,Online,DE
826,,BE,2024-05-26,,31,FR769216710000000082601,Premium,Retired,102413,2023-04-05,Non-Resident,Savings,Online,DE,FR769216710000000082601,Premium,Retired,102413,2023-04-05,Non-Resident,Savings,Online,DE
827,,DE,2023-07-08,,89,FR765856010000000082701,Private,Salaried,40493,2023-07-16,Non-Resident,Business income,Branch,ES,FR765856010000000082701,Private,Salaried,40493,2023-07-16,Non-Resident,Business income,Branch,ES
828,,DE,2023-05-14,,33,FR766394810000000082801,Premium,Salaried,123711,2023-06-27,Non-Resident,Business income,Online,FR,FR766394810000000082801,Premium,Salaried,123711,2023-06-27,Non-Resident,Business income,Online,FR
829,,BE,2024-04-18,,4,FR767963810000000082901,Premium,Student,72583,2024-03-17,Non-Resident,Savings,Online,FR,FR767963810000000082901,Premium,Student,72583,2024-03-17,Non-Resident,Savings,Online,FR
830,,DE,2025-01-26,,31,FR763953110000000083001,Private,Retired,100946,2024-05-20,Non-Resident,Savings,Online,GB,FR763953110000000083001,Private,Retired,100946,2024-05-20,Non-Resident,Savings,Online,GB
831,,BE,2023-10-22,,69,FR762243910000000083101,Retail,Retired,125326,2023-05-25,Non-Resident,Savings,Branch,FR,FR762243910000000083101,Retail,Retired,125326,2023-05-25,Non-Resident,Savings,Branch,FR
832,,LU,2025-08-26,,59,FR768779510000000083201,Private,Salaried,21887,2025-08-14,Non-Resident,Savings,Branch,ES,FR768779510000000083201,Private,Salaried,21887,2025-08-14,Non-Resident,Savings,Branch,ES
833,,ES,2023-12-24,,28,FR763026810000000083301,Retail,Self-Employed,129420,2025-07-04,Non-Resident,Savings,Branch,ES,FR763026810000000083301,Retail,Self-Employed,129420,2025-07-04,Non-Resident,Savings,Branch,ES
834,,FR,2024-11-23,,55,FR762058610000000083401,Retail,Salaried,29342,2023-07-09,Resident,Savings,Branch,DE,FR762058610000000083401,Retail,Salaried,29342,2023-07-09,Resident,Savings,Branch,DE
835,,ES,2025-04-29,,83,FR765977010000000083501,Private,Self-Employed,131137,2025-07-02,Non-Resident,Salary,Branch,FR,FR765977010000000083501,Private,Self-Employed,131137,2025-07-02,Non-Resident,Salary,Branch,FR
836,,FR,2024-05-30,,68,FR763470810000000083601,Retail,Student,80181,2024-05-21,Resident,Business income,Online,FR,FR763470810000000083601,Retail,Student,80181,2024-05-21,Resident,Business income,Online,FR
837,,FR,2024-02-27,,89,FR764701210000000083701,Premium,Self-Employed,115865,2024-06-23,Resident,Savings,Branch,FR,FR764701210000000083701,Premium,Self-Employed,115865,2024-06-23,Resident,Savings,Branch,FR
838,,BE,2023-05-02,,84,FR761664810000000083801,Retail,Salaried,33931,2023-09-22,Non-Resident,Savings,Online,DE,FR761664810000000083801,Retail,Salaried,33931,2023-09-22,Non-Resident,Savings,Online,DE
839,,FR,2025-08-22,,69,FR765366210000000083901,Private,Self-Employed,136471,2023-11-20,Resident,Salary,Branch,GB,FR765366210000000083901,Private,Self-Employed,136471,2023-11-20,Resident,Salary,Branch,GB
840,,BE,2024-04-12,,16,FR766753610000000084001,Premium,Salaried,111519,2024-03-09,Non-Resident,Savings,Online,DE,FR766753610000000084001,Premium,Salaried,111519,2024-03-09,Non-Resident,Savings,Online,DE
841,,FR,2025-01-30,,68,FR765062010000000084101,Premium,Retired,54933,2024-05-23,Resident,Savings,Online,GB,FR765062010000000084101,Premium,Retired,54933,2024-05-23,Resident,Savings,Online,GB
842,,LU,2024-11-26,,26,FR761746210000000084201,Premium,Self-Employed,134811,2024-08-02,Non-Resident,Salary,Branch,DE,FR761746210000000084201,Premium,Self-Employed,134811,2024-08-02,Non-Resident,Salary,Branch,DE
843,,IT,2025-02-08,,82,FR763064610000000084301,Premium,Retired,136007,2024-03-12,Non-Resident,Savings,Online,FR,FR763064610000000084301,Premium,Retired,136007,2024-03-12,Non-Resident,Savings,Online,FR
844,,IT,2024-02-21,,83,FR767371910000000084401,Premium,Retired,122800,2024-06-01,Non-Resident,Salary,Online,DE,FR767371910000000084401,Premium,Retired,122800,2024-06-01,Non-Resident,Salary,Online,DE
845,,FR,2024-08-29,,0,FR761763310000000084501,Private,Self-Employed,29263,2025-08-30,Resident,Business income,Online,DE,FR761763310000000084501,Private,Self-Employed,29263,2025-08-30,Resident,Business income,Online,DE
846,,FR,2022-12-17,,82,FR769780410000000084601,Premium,Student,131335,2024-08-27,Resident,Savings,Online,ES,FR769780410000000084601,Premium,Student,131335,2024-08-27,Resident,Savings,Online,ES
847,,BE,2024-08-14,,69,FR763694510000000084701,Premium,Retired,71196,2024-09-25,Non-Resident,Business income,Branch,ES,FR763694510000000084701,Premium,Retired,71196,2024-09-25,Non-Resident,Business income,Branch,ES
848,,ES,2023-07-15,,32,FR766494910000000084801,Private,Student,112491,2023-07-14,Non-Resident,Salary,Branch,GB,FR766494910000000084801,Private,Student,112491,2023-07-14,Non-Resident,Salary,Branch,GB
849,,FR,2023-08-21,,55,FR766071810000000084901,Premium,Self-Employed,63927,2025-09-06,Resident,Savings,Online,GB,FR766071810000000084901,Premium,Self-Employed,63927,2025-09-06,Resident,Savings,Online,GB
850,,IT,2024-10-21,,90,FR761261910000000085001,Private,Student,128009,2024-04-28,Non-Resident,Business income,Branch,GB,FR761261910000000085001,Private,Student,128009,2024-04-28,Non-Resident,Business income,Branch,GB
851,,BE,2024-08-19,,43,FR764782010000000085101,Premium,Student,57141,2025-03-04,Non-Resident,Salary,Branch,DE,FR764782010000000085101,Premium,Student,57141,2025-03-04,Non-Resident,Salary,Branch,DE
852,,ES,2023-01-25,,60,FR768917410000000085201,Premium,Student,65393,2024-09-01,Non-Resident,Savings,Online,GB,FR768917410000000085201,Premium,Student,65393,2024-09-01,Non-Resident,Savings,Online,GB
853,,FR,2024-05-08,,58,FR762161210000000085301,Retail,Retired,32564,2023-09-17,Resident,Savings,Online,GB,FR762161210000000085301,Retail,Retired,32564,2023-09-17,Resident,Savings,Online,GB
854,,FR,2025-03-01,,5,FR769056010000000085401,Premium,Student,77893,2024-05-03,Resident,Business income,Online,FR,FR769056010000000085401,Premium,Student,77893,2024-05-03,Resident,Business income,Online,FR
855,,FR,2023-07-03,,39,FR764583410000000085501,Private,Student,119659,2023-05-29,Resident,Business income,Branch,FR,FR764583410000000085501,Private,Student,119659,2023-05-29,Resident,Business income,Branch,FR
856,,DE,2023-01-03,,57,FR769501410000000085601,Private,Student,45328,2024-11-01,Non-Resident,Savings,Online,GB,FR769501410000000085601,Private,Student,45328,2024-11-01,Non-Resident,Savings,Online,GB
857,,IT,2023-06-23,,61,FR765714810000000085701,Premium,Retired,124615,2024-05-31,Non-Resident,Business income,Online,FR,FR765714810000000085701,Premium,Retired,124615,2024-05-31,Non-Resident,Business income,Online,FR
858,,ES,2024-09-02,,83,FR763630210000000085801,Retail,Salaried,139285,2023-08-12,Non-Resident,Business income,Online,FR,FR763630210000000085801,Retail,Salaried,139285,2023-08-12,Non-Resident,Business income,Online,FR
859,,BE,2025-02-13,,55,FR766231510000000085901,Private,Salaried,86214,2023-10-09,Non-Resident,Salary,Online,ES,FR766231510000000085901,Private,Salaried,86214,2023-10-09,Non-Resident,Salary,Online,ES
860,,ES,2025-08-28,,76,FR768932010000000086001,Retail,Salaried,87915,2024-07-17,Non-Resident,Salary,Branch,DE,FR768932010000000086001,Retail,Salaried,87915,2024-07-17,Non-Resident,Salary,Branch,DE
861,,FR,2025-07-18,,24,FR765867110000000086101,Retail,Retired,22929,2025-03-27,Resident,Salary,Online,FR,FR765867110000000086101,Retail,Retired,22929,2025-03-27,Resident,Salary,Online,FR
862,,DE,2023-04-05,,5,FR761774210000000086201,Retail,Salaried,110278,2025-08-27,Non-Resident,Savings,Online,FR,FR761774210000000086201,Retail,Salaried,110278,2025-08-27,Non-Resident,Savings,Online,FR
863,,BE,2024-04-16,,88,FR766223510000000086301,Private,Salaried,98439,2025-01-18,Non-Resident,Savings,Branch,FR,FR766223510000000086301,Private,Salaried,98439,2025-01-18,Non-Resident,Savings,Branch,FR
864,,FR,2025-03-28,,30,FR765489310000000086401,Premium,Retired,23100,2023-04-16,Resident,Business income,Online,DE,FR765489310000000086401,Premium,Retired,23100,2023-04-16,Resident,Business income,Online,DE
865,,FR,2024-11-14,,69,FR767374810000000086501,Premium,Self-Employed,32428,2024-11-17,Resident,Salary,Branch,FR,FR767374810000000086501,Premium,Self-Employed,32428,2024-11-17,Resident,Salary,Branch,FR
866,,DE,2025-04-05,,70,FR768126610000000086601,Retail,Self-Employed,44969,2023-07-31,Non-Resident,Business income,Branch,GB,FR768126610000000086601,Retail,Self-Employed,44969,2023-07-31,Non-Resident,Business income,Branch,GB
867,,BE,2024-09-23,,66,FR762436410000000086701,Premium,Retired,53104,2024-03-15,Non-Resident,Savings,Branch,ES,FR762436410000000086701,Premium,Retired,53104,2024-03-15,Non-Resident,Savings,Branch,ES
868,,LU,2024-11-02,,79,FR767990910000000086801,Private,Retired,107247,2024-01-12,Non-Resident,Business income,Branch,GB,FR767990910000000086801,Private,Retired,107247,2024-01-12,Non-Resident,Business income,Branch,GB
869,,IT,2023-08-21,,44,FR768090110000000086901,Retail,Student,58554,2024-05-31,Non-Resident,Business income,Online,DE,FR768090110000000086901,Retail,Student,58554,2024-05-31,Non-Resident,Business income,Online,DE
870,,IT,2023-12-01,,73,FR761539010000000087001,Private,Self-Employed,41820,2024-04-25,Non-Resident,Savings,Branch,DE,FR761539010000000087001,Private,Self-Employed,41820,2024-04-25,Non-Resident,Savings,Branch,DE
871,,ES,2023-11-30,,11,FR769468510000000087101,Private,Student,27129,2025-01-17,Non-Resident,Business income,Online,FR,FR769468510000000087101,Private,Student,27129,2025-01-17,Non-Resident,Business income,Online,FR
872,,FR,2023-05-15,,16,FR767962410000000087201,Private,Self-Employed,87024,2025-07-21,Resident,Business income,Online,GB,FR767962410000000087201,Private,Self-Employed,87024,2025-07-21,Resident,Business income,Online,GB
873,,ES,2025-08-23,,38,FR764459010000000087301,Retail,Student,123121,2024-03-04,Non-Resident,Savings,Online,DE,FR764459010000000087301,Retail,Student,123121,2024-03-04,Non-Resident,Savings,Online,DE
874,,IT,2024-04-13,,83,FR768504110000000087401,Retail,Student,124111,2024-06-14,Non-Resident,Salary,Branch,DE,FR768504110000000087401,Retail,Student,124111,2024-06-14,Non-Resident,Salary,Branch,DE
875,,ES,2024-03-31,,63,FR761288610000000087501,Premium,Retired,124872,2025-04-14,Non-Resident,Salary,Online,FR,FR761288610000000087501,Premium,Retired,124872,2025-04-14,Non-Resident,Salary,Online,FR
876,,DE,2023-09-17,,44,FR761102610000000087601,Private,Student,121808,2023-05-25,Non-Resident,Salary,Branch,FR,FR761102610000000087601,Private,Student,121808,2023-05-25,Non-Resident,Salary,Branch,FR
877,,ES,2024-03-19,,53,FR767163710000000087701,Retail,Self-Employed,90638,2024-11-17,Non-Resident,Savings,Online,ES,FR767163710000000087701,Retail,Self-Employed,90638,2024-11-17,Non-Resident,Savings,Online,ES
878,,ES,2023-01-22,,72,FR765288510000000087801,Retail,Salaried,90840,2025-06-10,Non-Resident,Savings,Branch,FR,FR765288510000000087801,Retail,Salaried,90840,2025-06-10,Non-Resident,Savings,Branch,FR
879,,FR,2023-06-08,,88,FR765237910000000087901,Private,Self-Employed,21935,2024-12-08,Resident,Savings,Branch,DE,FR765237910000000087901,Private,Self-Employed,21935,2024-12-08,Resident,Savings,Branch,DE
880,,BE,2024-05-06,,98,FR765039410000000088001,Premium,Salaried,120148,2024-12-25,Non-Resident,Business income,Online,GB,FR765039410000000088001,Premium,Salaried,120148,2024-12-25,Non-Resident,Business income,Online,GB
881,,FR,2024-06-06,,46,FR765133610000000088101,Private,Student,50771,2024-04-29,Resident,Salary,Online,DE,FR765133610000000088101,Private,Student,50771,2024-04-29,Resident,Salary,Online,DE
882,,IT,2023-11-10,,62,FR766480410000000088201,Private,Retired,64232,2024-11-19,Non-Resident,Salary,Branch,ES,FR766480410000000088201,Private,Retired,64232,2024-11-19,Non-Resident,Salary,Branch,ES
883,,IT,2023-10-04,,11,FR769540010000000088301,Private,Retired,86487,2024-04-24,Non-Resident,Business income,Branch,ES,FR769540010000000088301,Private,Retired,86487,2024-04-24,Non-Resident,Business income,Branch,ES
884,,FR,2025-06-04,,40,FR765796810000000088401,Private,Salaried,118819,2024-07-09,Resident,Business income,Branch,ES,FR765796810000000088401,Private,Salaried,118819,2024-07-09,Resident,Business income,Branch,ES
885,,IT,2023-12-16,,58,FR765365210000000088501,Private,Student,107454,2024-09-15,Non-Resident,Business income,Online,GB,FR765365210000000088501,Private,Student,107454,2024-09-15,Non-Resident,Business income,Online,GB
886,,ES,2025-04-15,,80,FR761075910000000088601,Premium,Retired,75391,2024-11-22,Non-Resident,Business income,Online,DE,FR761075910000000088601,Premium,Retired,75391,2024-11-22,Non-Resident,Business income,Online,DE
887,,LU,2023-10-20,,67,FR769840810000000088701,Retail,Salaried,116642,2025-08-16,Non-Resident,Savings,Branch,GB,FR769840810000000088701,Retail,Salaried,116642,2025-08-16,Non-Resident,Savings,Branch,GB
888,,DE,2023-09-05,,0,FR769015910000000088801,Premium,Salaried,47742,2025-02-01,Non-Resident,Business income,Branch,GB,FR769015910000000088801,Premium,Salaried,47742,2025-02-01,Non-Resident,Business income,Branch,GB
889,,DE,2025-01-31,,56,FR768306910000000088901,Private,Student,34900,2023-11-11,Non-Resident,Salary,Branch,FR,FR768306910000000088901,Private,Student,34900,2023-11-11,Non-Resident,Salary,Branch,FR
890,,ES,2023-12-24,,49,FR768979710000000089001,Retail,Student,125350,2023-10-02,Non-Resident,Savings,Branch,FR,FR768979710000000089001,Retail,Student,125350,2023-10-02,Non-Resident,Savings,Branch,FR
891,,DE,2024-12-25,,20,FR764174510000000089101,Premium,Retired,134177,2023-08-04,Non-Resident,Savings,Branch,DE,FR764174510000000089101,Premium,Retired,134177,2023-08-04,Non-Resident,Savings,Branch,DE
892,,IT,2025-01-13,,94,FR761726810000000089201,Private,Self-Employed,82760,2023-11-13,Non-Resident,Salary,Branch,ES,FR761726810000000089201,Private,Self-Employed,82760,2023-11-13,Non-Resident,Salary,Branch,ES
893,,FR,2025-05-09,,28,FR765048510000000089301,Private,Salaried,79501,2024-03-21,Resident,Business income,Branch,FR,FR765048510000000089301,Private,Salaried,79501,2024-03-21,Resident,Business income,Branch,FR
894,,FR,2024-08-28,,99,FR762017710000000089401,Private,Salaried,85203,2023-05-13,Resident,Business income,Branch,GB,FR762017710000000089401,Private,Salaried,85203,2023-05-13,Resident,Business income,Branch,GB
895,,BE,2023-02-24,,48,FR766537710000000089501,Premium,Self-Employed,41612,2025-05-07,Non-Resident,Salary,Online,ES,FR766537710000000089501,Premium,Self-Employed,41612,2025-05-07,Non-Resident,Salary,Online,ES
